timestamp,location_id,rain_mm,temperature_c,heat_index_c,wind_speed_kmh,visibility_m,dust_level,day_night,weather_condition,data_source,synthetic_flag,data_quality_confidence
2026-01-04T05:00:00,LOC004,0.0,20.1,20.1,12.2,1123.0,low,night,clear,synthetic,True,0.88
2026-01-04T05:30:00,LOC009,0.0,22.5,22.5,1.5,3732.0,low,night,clear,synthetic,True,0.88
2026-01-04T06:00:00,LOC005,0.0,26.3,26.3,29.2,3162.0,low,day,clear,synthetic,True,0.88
2026-01-04T06:30:00,LOC004,0.0,28.1,31.9,35.3,756.0,low,day,windy,synthetic,True,0.88
2026-01-04T07:00:00,LOC002,0.0,33.0,34.9,17.2,1300.0,low,day,clear,synthetic,True,0.88
2026-01-04T07:30:00,LOC001,0.0,23.6,23.6,33.9,119.0,high,day,dusty,synthetic,True,0.88
2026-01-04T08:00:00,LOC003,1.75,34.6,37.7,6.8,3062.0,low,day,clear,synthetic,True,0.88
2026-01-04T08:30:00,LOC008,0.0,23.0,23.0,24.3,266.0,medium,day,clear,synthetic,True,0.88
2026-01-04T09:00:00,LOC002,0.0,34.5,39.4,30.9,3431.0,low,day,windy,synthetic,True,0.88
2026-01-04T09:30:00,LOC006,0.0,31.0,34.5,32.0,991.0,low,day,windy,synthetic,True,0.88
2026-01-04T10:00:00,LOC009,0.0,21.1,21.1,32.9,1732.0,low,day,windy,synthetic,True,0.88
2026-01-04T10:30:00,LOC001,0.0,28.4,32.4,6.6,927.0,low,day,clear,synthetic,True,0.88
2026-01-04T11:00:00,LOC003,5.96,33.3,37.3,1.1,152.0,high,day,light_rain,synthetic,True,0.88
2026-01-04T11:30:00,LOC002,0.0,38.7,43.5,10.2,1579.0,low,day,clear,synthetic,True,0.88
2026-01-04T12:00:00,LOC007,2.37,26.0,26.0,35.4,3960.0,low,day,light_rain,synthetic,True,0.88
2026-01-04T12:30:00,LOC008,0.0,15.4,15.4,4.7,3136.0,low,day,clear,synthetic,True,0.88
2026-01-04T13:00:00,LOC010,0.0,38.4,41.5,33.1,1585.0,low,day,windy,synthetic,True,0.88
2026-01-04T13:30:00,LOC002,0.0,39.4,44.3,0.0,1610.0,low,day,clear,synthetic,True,0.88
2026-01-04T14:00:00,LOC008,0.0,25.8,25.8,24.2,3592.0,low,day,clear,synthetic,True,0.88
2026-01-04T14:30:00,LOC004,15.1,27.1,31.4,0.7,265.0,medium,day,heavy_rain,synthetic,True,0.88
2026-01-04T15:00:00,LOC002,0.0,38.7,42.0,12.9,1245.0,low,day,clear,synthetic,True,0.88
2026-01-04T15:30:00,LOC010,0.0,25.4,25.4,6.8,2742.0,low,day,clear,synthetic,True,0.88
2026-01-04T16:00:00,LOC006,0.0,35.9,40.8,13.8,4013.0,low,day,clear,synthetic,True,0.88
2026-01-04T16:30:00,LOC002,0.0,28.9,31.9,30.3,2729.0,low,day,windy,synthetic,True,0.88
2026-01-04T17:00:00,LOC004,0.99,28.3,30.1,20.6,3503.0,low,day,clear,synthetic,True,0.88
2026-01-04T17:30:00,LOC001,0.0,27.4,28.8,18.8,2740.0,low,day,clear,synthetic,True,0.88
2026-01-04T18:00:00,LOC003,0.0,16.6,16.6,10.9,3567.0,low,day,clear,synthetic,True,0.88
2026-01-04T18:30:00,LOC003,0.0,24.6,24.6,15.5,2602.0,low,day,clear,synthetic,True,0.88
2026-01-04T19:00:00,LOC002,0.0,15.1,15.1,18.9,4289.0,low,night,clear,synthetic,True,0.88
2026-01-04T19:30:00,LOC008,0.0,15.1,15.1,4.7,3408.0,low,night,clear,synthetic,True,0.88
2026-01-04T20:00:00,LOC002,0.0,36.2,39.1,39.6,450.0,medium,night,windy,synthetic,True,0.88
2026-01-04T20:30:00,LOC004,6.24,27.4,32.4,0.5,173.0,high,night,light_rain,synthetic,True,0.88
2026-01-04T21:00:00,LOC008,0.0,27.0,31.4,28.5,3945.0,low,night,clear,synthetic,True,0.88
2026-01-04T21:30:00,LOC010,0.0,24.8,24.8,1.8,3465.0,low,night,clear,synthetic,True,0.88
2026-01-04T22:00:00,LOC007,0.0,15.1,15.1,28.7,4579.0,low,night,clear,synthetic,True,0.88
2026-01-04T22:30:00,LOC006,0.0,39.7,43.8,32.3,3709.0,low,night,windy,synthetic,True,0.88
2026-01-04T23:00:00,LOC008,0.2,20.0,20.0,25.0,3311.0,low,night,clear,synthetic,True,0.88
2026-01-04T23:30:00,LOC004,0.0,17.3,17.3,19.2,3906.0,low,night,clear,synthetic,True,0.88
2026-01-05T00:00:00,LOC006,0.0,15.6,15.6,30.9,3666.0,low,night,windy,synthetic,True,0.88
2026-01-05T00:30:00,LOC004,0.0,30.2,32.3,24.6,1901.0,low,night,clear,synthetic,True,0.88
2026-01-05T01:00:00,LOC008,0.0,33.0,34.7,32.0,641.0,low,night,windy,synthetic,True,0.88
2026-01-05T01:30:00,LOC010,0.0,15.7,15.7,5.2,3698.0,low,night,clear,synthetic,True,0.88
2026-01-05T02:00:00,LOC001,0.0,38.7,41.7,21.3,3507.0,low,night,clear,synthetic,True,0.88
2026-01-05T02:30:00,LOC005,20.13,23.2,23.2,39.7,98.0,high,night,heavy_rain,synthetic,True,0.88
2026-01-05T03:00:00,LOC006,0.0,23.7,23.7,32.2,1374.0,low,night,windy,synthetic,True,0.88
2026-01-05T03:30:00,LOC005,0.0,37.5,41.0,3.6,3821.0,low,night,clear,synthetic,True,0.88
2026-01-05T04:00:00,LOC009,0.0,24.3,24.3,16.3,4420.0,low,night,clear,synthetic,True,0.88
2026-01-05T04:30:00,LOC010,0.0,17.4,17.4,2.0,2447.0,low,night,clear,synthetic,True,0.88
2026-01-05T05:00:00,LOC007,0.0,37.9,38.4,38.0,1238.0,low,night,windy,synthetic,True,0.88
2026-01-05T05:30:00,LOC007,0.0,31.4,34.6,39.6,4505.0,low,night,windy,synthetic,True,0.88
2026-01-05T06:00:00,LOC004,0.0,15.8,15.8,11.5,2194.0,low,day,clear,synthetic,True,0.88
2026-01-05T06:30:00,LOC009,0.0,30.4,35.1,3.6,4665.0,low,day,clear,synthetic,True,0.88
2026-01-05T07:00:00,LOC002,0.67,30.8,34.6,27.3,1773.0,low,day,clear,synthetic,True,0.88
2026-01-05T07:30:00,LOC009,0.0,19.6,19.6,19.6,356.0,medium,day,clear,synthetic,True,0.88
2026-01-05T08:00:00,LOC001,7.14,36.0,38.9,0.0,256.0,medium,day,light_rain,synthetic,True,0.88
2026-01-05T08:30:00,LOC002,0.0,25.7,25.7,25.3,4720.0,low,day,clear,synthetic,True,0.88
2026-01-05T09:00:00,LOC004,0.0,31.1,35.1,2.4,4764.0,low,day,clear,synthetic,True,0.88
2026-01-05T09:30:00,LOC003,0.0,37.5,37.9,29.6,109.0,high,day,dusty,synthetic,True,0.88
2026-01-05T10:00:00,LOC005,0.0,30.5,33.9,32.9,4328.0,low,day,windy,synthetic,True,0.88
2026-01-05T10:30:00,LOC004,0.0,30.9,35.7,3.1,2535.0,low,day,clear,synthetic,True,0.88
2026-01-05T11:00:00,LOC009,0.0,15.1,15.1,23.1,4518.0,low,day,clear,synthetic,True,0.88
2026-01-05T11:30:00,LOC008,0.0,25.1,25.1,10.0,3261.0,low,day,clear,synthetic,True,0.88
2026-01-05T12:00:00,LOC009,0.0,20.8,20.8,0.5,1125.0,low,day,clear,synthetic,True,0.88
2026-01-05T12:30:00,LOC003,0.0,34.1,36.9,7.1,2892.0,low,day,clear,synthetic,True,0.88
2026-01-05T13:00:00,LOC002,0.0,25.6,25.6,28.8,4452.0,low,day,clear,synthetic,True,0.88
2026-01-05T13:30:00,LOC007,0.0,18.1,18.1,22.7,3789.0,low,day,clear,synthetic,True,0.88
2026-01-05T14:00:00,LOC009,0.0,39.4,42.2,32.0,1807.0,low,day,windy,synthetic,True,0.88
2026-01-05T14:30:00,LOC003,1.94,22.4,22.4,28.0,3508.0,low,day,clear,synthetic,True,0.88
2026-01-05T15:00:00,LOC004,0.0,28.4,32.8,18.7,3170.0,low,day,clear,synthetic,True,0.88
2026-01-05T15:30:00,LOC001,0.0,15.8,15.8,28.3,1120.0,low,day,clear,synthetic,True,0.88
2026-01-05T16:00:00,LOC009,5.51,18.8,18.8,2.6,195.0,high,day,light_rain,synthetic,True,0.88
2026-01-05T16:30:00,LOC005,0.0,39.2,41.6,23.9,629.0,low,day,clear,synthetic,True,0.88
2026-01-05T17:00:00,LOC007,0.0,38.9,41.1,30.0,1772.0,low,day,clear,synthetic,True,0.88
2026-01-05T17:30:00,LOC007,0.0,20.7,20.7,4.1,510.0,low,day,clear,synthetic,True,0.88
2026-01-05T18:00:00,LOC008,0.0,34.7,38.3,21.2,1300.0,low,day,clear,synthetic,True,0.88
2026-01-05T18:30:00,LOC004,0.0,33.0,34.0,21.1,1215.0,low,day,clear,synthetic,True,0.88
2026-01-05T19:00:00,LOC003,6.35,32.7,37.4,29.6,95.0,high,night,light_rain,synthetic,True,0.88
2026-01-05T19:30:00,LOC007,0.0,39.9,43.0,40.0,4028.0,low,night,windy,synthetic,True,0.88
2026-01-05T20:00:00,LOC002,0.0,37.9,39.5,4.4,4172.0,low,night,clear,synthetic,True,0.88
2026-01-05T20:30:00,LOC003,0.0,20.8,20.8,20.8,1590.0,low,night,clear,synthetic,True,0.88
2026-01-05T21:00:00,LOC010,11.0,27.3,30.4,31.9,118.0,high,night,heavy_rain,synthetic,True,0.88
2026-01-05T21:30:00,LOC005,0.0,37.5,39.7,28.7,3886.0,low,night,clear,synthetic,True,0.88
2026-01-05T22:00:00,LOC005,0.0,32.8,37.2,38.4,2176.0,low,night,windy,synthetic,True,0.88
2026-01-05T22:30:00,LOC008,0.0,25.6,25.6,7.7,2586.0,low,night,clear,synthetic,True,0.88
2026-01-05T23:00:00,LOC005,0.0,24.2,24.2,37.9,1802.0,low,night,windy,synthetic,True,0.88
2026-01-05T23:30:00,LOC002,0.0,22.0,22.0,1.6,240.0,medium,night,clear,synthetic,True,0.88
2026-01-06T00:00:00,LOC010,0.0,26.4,26.4,26.8,1669.0,low,night,clear,synthetic,True,0.88
2026-01-06T00:30:00,LOC005,5.41,17.5,17.5,28.0,102.0,high,night,light_rain,synthetic,True,0.88
2026-01-06T01:00:00,LOC007,0.0,36.5,38.1,21.4,3806.0,low,night,clear,synthetic,True,0.88
2026-01-06T01:30:00,LOC001,0.0,22.2,22.2,39.0,1325.0,low,night,windy,synthetic,True,0.88
2026-01-06T02:00:00,LOC001,0.0,15.8,15.8,12.2,4752.0,low,night,clear,synthetic,True,0.88
2026-01-06T02:30:00,LOC004,2.73,39.3,40.8,19.0,3501.0,low,night,light_rain,synthetic,True,0.88
2026-01-06T03:00:00,LOC006,0.0,30.3,33.8,6.1,1347.0,low,night,clear,synthetic,True,0.88
2026-01-06T03:30:00,LOC009,0.0,36.0,40.7,31.6,2700.0,low,night,windy,synthetic,True,0.88
2026-01-06T04:00:00,LOC006,5.05,20.1,20.1,32.1,282.0,medium,night,light_rain,synthetic,True,0.88
2026-01-06T04:30:00,LOC003,0.0,15.7,15.7,24.7,1021.0,low,night,clear,synthetic,True,0.88
2026-01-06T05:00:00,LOC005,0.0,37.1,39.4,15.6,1572.0,low,night,clear,synthetic,True,0.88
2026-01-06T05:30:00,LOC001,0.0,23.4,23.4,16.4,1076.0,low,night,clear,synthetic,True,0.88
2026-01-06T06:00:00,LOC010,0.0,36.8,41.5,6.9,1155.0,low,day,clear,synthetic,True,0.88
2026-01-06T06:30:00,LOC006,0.0,20.0,20.0,28.8,4977.0,low,day,clear,synthetic,True,0.88
